"Location","Year","dist_m","Stroke","Gender","Team","Athlete","Results","Rank","time_period"
"City",1968,100,"Butterfly","Men","JPN","Satoshi Maruya",58.6,4,"early"
"City",1968,100,"Butterfly","Men","URS","Yuri Suzdaltsev",58.8,4,"early"
"City",1968,100,"Butterfly","Men","FRG","Lutz Stocklasa",58.9,4,"early"
"City",1968,100,"Butterfly","Men","AUS","Robert Cusack",59.8,4,"early"
"City",1968,100,"Freestyle","Men","AUS","Michael Vincent Wenden",52.2,1,"early"
"City",1968,100,"Freestyle","Men","USA","Kenneth Marshall Walsh",52.8,2,"early"
"City",1968,100,"Freestyle","Men","USA","Mark Spitz",53,3,"early"
"City",1968,100,"Freestyle","Men","GBR","Robert Bilsland Mcgregor",53.5,4,"early"
"City",1968,100,"Freestyle","Men","URS","Leonid Ilyichev",53.8,4,"early"
"City",1968,100,"Freestyle","Men","URS","Georgijs Kuļikovs",53.8,4,"early"
"City",1968,100,"Freestyle","Men","ARG","Luis Alberto Nicolao Yanuzzi",53.9,4,"early"
"City",1968,100,"Freestyle","Men","USA","Zachary Zorn",53.9,4,"early"
"Tokyo",1964,100,"Freestyle","Men","USA","Donald Arthur Schollander",53.4,1,"early"
"Tokyo",1964,100,"Freestyle","Men","GBR","Robert Bilsland Mcgregor",53.5,2,"early"
"Tokyo",1964,100,"Freestyle","Men","GER","Hans-Joachim Klein",54,3,"early"
"Tokyo",1964,100,"Freestyle","Men","USA","Gary Steven Ilman",54,3,"early"
"Tokyo",1964,100,"Freestyle","Men","FRA","Alain Gottvalles",54.2,4,"early"
"Tokyo",1964,100,"Freestyle","Men","USA","Michael Mackay Austin",54.5,4,"early"
"Tokyo",1964,100,"Freestyle","Men","HUN","Gyula Dobai",54.9,4,"early"
"Tokyo",1964,100,"Freestyle","Men","GER","Uwe Jacobsen",56.1,4,"early"
"Tokyo",1964,100,"Freestyle","Women","AUS","Dawn Fraser",59.5,4,"early"
"Tokyo",1964,100,"Freestyle","Women","USA","Sharon Marie Stouder",59.9,4,"early"
"Rome",1960,100,"Freestyle","Men","AUS","John Devitt",55.2,2,"early"
"Rome",1960,100,"Freestyle","Men","USA","Lance Melvin Larson",55.1,1,"early"
"Rome",1960,100,"Freestyle","Men","BRA","Manuel Dos Santos Filho",55.4,3,"early"
"Rome",1960,100,"Freestyle","Men","USA","Richard Bruce Hunter",55.6,4,"early"
"Rome",1960,100,"Freestyle","Men","HUN","Gyula Dobai",56.3,4,"early"
"Rome",1960,100,"Freestyle","Men","CAN","Richard W. Pound",56.3,4,"early"
"Rome",1960,100,"Freestyle","Men","RSA","Aubrey Burer",56.3,4,"early"
"Rome",1960,100,"Freestyle","Men","SWE","Per-Ola Lindberg",57.1,4,"early"
"Melbourne",1956,100,"Freestyle","Men","AUS","Jon Malcolm Henricks",55.4,1,"early"
"Melbourne",1956,100,"Freestyle","Men","AUS","John Devitt",55.8,2,"early"
"Melbourne",1956,100,"Freestyle","Men","AUS","Gary Chapman",56.7,3,"early"
"Melbourne",1956,100,"Freestyle","Men","USA","Logan Reid Patterson",57.2,4,"early"
"Melbourne",1956,100,"Freestyle","Men","USA","Richard Dennis Hanley",57.6,4,"early"
"Melbourne",1956,100,"Freestyle","Men","USA","William Tripp Woolsey",57.6,4,"early"
"Melbourne",1956,100,"Freestyle","Men","JPN","Atsushi Tani",58,4,"early"
"Melbourne",1956,100,"Freestyle","Men","FRA","Aldo Eminente",58.1,4,"early"
"Helsinki",1952,100,"Freestyle","Men","USA","Clark Currie Scholes",57.4,1,"early"
"Helsinki",1952,100,"Freestyle","Men","JPN","Hiroshi Suzuki",57.4,1,"early"
"Helsinki",1952,100,"Freestyle","Men","SWE","Göran Larsson",58.2,3,"early"
"Helsinki",1952,100,"Freestyle","Men","JPN","Toru Goto",58.5,4,"early"
"Helsinki",1952,100,"Freestyle","Men","HUN","Geza Kadas",58.6,4,"early"
"Helsinki",1952,100,"Freestyle","Men","AUS","Rex Aubrey",58.7,4,"early"
"Helsinki",1952,100,"Freestyle","Men","FRA","Aldo Eminente",58.7,4,"early"
"Helsinki",1952,100,"Freestyle","Men","USA","Ronald Francis Gora",58.8,4,"early"
"London",1948,100,"Freestyle","Men","USA","Walter Stephen Ris",57.3,2,"early"
"London",1948,100,"Freestyle","Men","USA","Alan Robert Ford",57.8,3,"early"
"London",1948,100,"Freestyle","Men","HUN","Geza Kadas",58.1,4,"early"
"London",1948,100,"Freestyle","Men","USA","Keith Eyre Carter",58.3,4,"early"
"London",1948,100,"Freestyle","Men","FRA","Alexandre Jany",58.3,4,"early"
"London",1948,100,"Freestyle","Men","SWE","Per-Olof Olsson",59.3,4,"early"
"London",1948,100,"Freestyle","Men","HUN","Zoltan Szilard",59.6,4,"early"
"Berlin",1936,100,"Freestyle","Men","HUN","Ferenc Csik",57.6,1,"early"
"Berlin",1936,100,"Freestyle","Men","JPN","Masanori Yusa",57.9,2,"early"
"Berlin",1936,100,"Freestyle","Men","JPN","Shigeo Arai",58,3,"early"
"Berlin",1936,100,"Freestyle","Men","JPN","Masaharu Taguchi",58.1,4,"early"
"Berlin",1936,100,"Freestyle","Men","GER","Helmuth Fischer",59.3,4,"early"
"Berlin",1936,100,"Freestyle","Men","USA","Peter Joseph Fick",59.7,4,"early"
"Berlin",1936,100,"Freestyle","Men","USA","Arthur Lindegren",59.9,4,"early"
"Angeles",1932,100,"Freestyle","Men","JPN","Yasuji Mioyazaki",58.2,1,"early"
"Angeles",1932,100,"Freestyle","Men","JPN","Tatsugo Kawaishi",58.6,2,"early"
"Angeles",1932,100,"Freestyle","Men","USA","Albert Schwartz",58.8,3,"early"
"Angeles",1932,100,"Freestyle","Men","USA","Manuella Kalili",59.2,4,"early"
"Angeles",1932,100,"Freestyle","Men","JPN","Zenjiro Takahashi",59.2,4,"early"
"Angeles",1932,100,"Freestyle","Men","USA","Raymond Webb Jr. Thompson",59.5,4,"early"
"Amsterdam",1928,100,"Freestyle","Men","USA","Johnny Weissmuller",58.6,4,"early"
"Amsterdam",1928,100,"Freestyle","Men","HUN","Istvan Barany",59.8,4,"early"
"Paris",1924,100,"Freestyle","Men","USA","Johnny Weissmuller",59,4,"early"
