season,team,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential
1999,ARI,0.47746243739565947,2796,1209,4.667779632721203,3.1484375,0,NA,0,NA,599,384,28,4,5,-121.97389727479452,-71.1715457873933,-0.20362921080934018,-0.18534256715466987,-3.528762914350427,-2.1968752605435635,-0.005891090007262806,-0.005721029324332186,0.3589315525876458,0.34375,0.5572519083969466,3143,2258,5.998091603053432,4.35067437379576,0,NA,0,0,524,519,17,5,3,-8.64520740624398,4.927996990271672,-0.01649848741649661,0.009495177245225266,-2.161615308436838,-0.33697938583726905,-0.004125220054268785,-6.492859072008965e-4,0.42175572519083954,0.4142581888246628,245,382,6,10,0,-137
1999,ATL,0.50366300366300365,3317,1176,6.075091575091577,3.195652173913043,0,NA,11,11,546,368,18,7,6,-27.66662907015814,-78.88317319872993,-0.05067148181347639,-0.21435644890959227,-1.867335724872464,-1.882914110327686,-0.003420028800132726,-0.005116614430238289,0.40293040293040294,0.32880434782608703,0.5410821643286573,3129,2057,6.270541082164328,4.285416666666667,0,NA,0,NA,499,480,11,1,4,25.42130325655263,-22.014322020010333,0.05094449550411368,-0.04586317087502157,-0.3374276321898625,-0.8178697819232783,-6.762076797392053e-4,-0.0017038953790068248,0.40280561122244485,0.3812500000000001,285,380,5,11,0,-95
1999,BAL,0.45207956600361654,2805,1663,5.072332730560578,4.126550868486352,0,NA,0,NA,553,403,18,9,2,-97.07765957212554,-35.461130428793624,-0.1755473048320531,-0.08799287947591466,-2.5542134830765306,-2.126050615893585,-0.004618830891639306,-0.005275559840927008,0.3435804701627485,0.369727047146402,0.4949152542372882,2647,1112,4.486440677966103,3.1323943661971834,0,NA,0,NA,590,355,19,4,1,-101.96821268890871,-61.295383663376654,-0.17282747913374327,-0.17266305257289213,-2.62881991927214,-1.917301565856074,-0.004455626981817179,-0.005400849481284712,0.3576271186440678,0.3183098591549296,324,277,8,8,0,47
1999,BUF,0.5404896421845575,3275,2038,6.167608286252354,4.1255060728744946,0,NA,161,3.9268292682926833,531,494,14,5,6,24.704830897544127,-45.29295301398264,0.04652510526844491,-0.09168613970441843,-0.26873771204608066,-1.0893470347619654,-5.060973861508063e-4,-0.002205155940813687,0.43126177024482115,0.37044534412955454,0.4972170686456401,2669,1342,4.951762523191096,3.4147582697201013,0,NA,182,5.055555555555555,539,393,12,4,5,-82.65620901694936,-70.35566491094615,-0.15335103713719722,-0.17902204811945582,-2.5119085331370767,-2.1430800996856076,-0.004660312677434283,-0.00545313002464531,0.3525046382189238,0.32061068702290074,320,229,11,5,0,91
1999,CAR,0.5516129032258065,4144,1484,6.683870967741933,4.2890173410404655,0,NA,89,4.45,620,346,14,7,7,67.95987819135479,-56.79683160580163,0.10961270676024996,-0.16415269250231704,-1.7875927141845653,-1.1761173340911244,-0.0028832140551364035,-0.0033991830465061354,0.4596774193548387,0.34682080924855485,0.5493197278911566,3519,1871,5.984693877551018,4.351162790697674,0,NA,103,6.0588235294117645,588,430,15,8,1,29.270054993306783,21.78517495925002,0.04977900509065782,0.05066319757965121,-0.08523913891320234,0.0638790241244398,-1.4496452196123305e-4,1.4855587005683615e-4,0.4523809523809523,0.41627906976744183,421,381,8,8,0,40
1999,CHI,0.5611814345991561,4090,1359,5.752461322081574,3.5483028720626626,0,NA,508,7.0555555555555545,711,383,20,9,5,-23.424146547430116,-65.94540688207152,-0.0329453537938539,-0.17218121901324168,-1.838303078809093,-1.8680585990259502,-0.0025855176917145986,-0.004877437595368015,0.4261603375527427,0.34725848563968664,0.5718954248366015,3793,1833,6.197712418300654,4.40625,0,NA,404,6.121212121212121,612,416,14,7,7,22.95543593174728,-35.026568979488594,0.03750888224141711,-0.08419848312377047,-0.24811156280356683,-1.3104210116535133,-4.0541105033261264e-4,-0.0031500505087824885,0.44281045751633985,0.37259615384615385,272,341,6,10,0,-69
1999,CIN,0.4983108108108109,3178,1971,5.368243243243242,4.626760563380282,0,NA,0,NA,592,426,18,5,3,-62.30835831105575,-15.933835940272132,-0.10525060525516193,-0.037403370751812465,-1.696911610838032,-0.9934468974688326,-0.0028664047480372132,-0.002332034970584115,0.4070945945945945,0.39201877934272283,0.5605786618444847,3784,1699,6.84267631103074,3.8438914027149327,0,NA,0,NA,553,442,12,4,8,90.2180895422851,-50.29907703421733,0.16314301906380677,-0.113798816819496,0.2926724087849122,-1.715225947232069,5.292448621788618e-4,-0.0038806016905702945,0.4647377938517178,0.36651583710407243,283,460,4,12,0,-177
1999,CLE,0.48901098901098894,2574,1140,4.714285714285712,3.6655948553054674,0,NA,35,11.666666666666666,546,311,14,5,3,-75.87258138834271,-34.26259068477323,-0.13896077177352195,-0.11016910188029976,-1.9662442356409189,-1.4282730565870365,-0.003601179918756257,-0.0045925178668393485,0.34249084249084244,0.35691318327974264,0.598901098901099,3226,2686,5.9084249084249105,4.5993150684931505,0,NA,8,8,546,584,8,6,5,78.53581376956801,28.97303311888193,0.14383848675745067,0.04961135808027744,1.209454504394005,-0.37455626166614286,0.0022151181399157637,-6.413634617570947e-4,0.49084249084249076,0.4486301369863014,217,437,2,14,0,-220
1999,DAL,0.5598455598455598,3083,2054,5.95173745173745,4.288100208768266,0,NA,0,NA,518,479,12,3,7,9.831819942430975,-26.48951190938265,0.01898034737921054,-0.05530169500914969,-1.4516758979179785,-1.1922702380474304,-0.002802463123393758,-0.0024890819165917216,0.3841698841698843,0.40709812108559496,0.5122377622377622,3326,1417,5.814685314685315,3.533665835411472,0,NA,0,0,572,401,23,3,5,-42.16217554208816,-58.4553647818413,-0.0737100971015523,-0.14577397701207295,-2.07665350049443,-0.25980530543779023,-0.0036305131127524998,-6.478935297700699e-4,0.39160839160839156,0.3640897755610974,352,276,8,8,0,76
1999,DEN,0.5459272097053727,3378,1852,5.854419410745232,4.052516411378553,0,NA,9,3,577,457,18,4,5,-12.975693700684925,-36.690377656195565,-0.022488203987322247,-0.08028529027613908,-2.6412882379708233,-1.977458312808086,-0.004577622596136621,-0.004327042259973926,0.42807625649913345,0.3676148796498907,0.5265225933202359,2977,1742,5.848722986247546,4.108490566037736,0,NA,0,NA,509,424,15,5,3,-33.97077690677169,-33.191092363150936,-0.0667402296793159,-0.07828087821497852,-2.39860278072822,-2.666748208333727,-0.004712382673336376,-0.00628950049135313,0.4223968565815324,0.35849056603773594,314,318,6,10,0,-4
